outcome,spec,control_rule,event_time,att,se,n_cohorts,total_treated_counties,total_treated_states
state_firearm_homicide_rate,or,strict,3,-0.08407369876559309,0.1087336856404875,6,279,7
state_firearm_homicide_rate,or,strict,4,-0.22434904459442917,0.14248882912954067,5,160,6
state_firearm_homicide_rate,or,strict,5,-1.2476660333367722,0.21521297259117464,4,127,5
state_firearm_homicide_rate,ra,broad,-5,-0.17345232038871494,0.033384630315755275,7,266,8
state_firearm_homicide_rate,ra,broad,-4,0.06392282051896665,0.027366170661052756,7,266,8
state_firearm_homicide_rate,ra,broad,-3,-0.08565406147809583,0.03036093030899525,7,266,8
state_firearm_homicide_rate,ra,broad,-2,-0.10460860885584272,0.02577139203935198,7,266,8
state_firearm_homicide_rate,ra,broad,0,0.041844562342203205,0.03156303802222717,7,266,8
state_firearm_homicide_rate,ra,broad,1,-0.3584850679487436,0.047385718017729554,7,266,8
state_firearm_homicide_rate,ra,broad,2,-0.14060090665436842,0.05573591566046489,7,266,8
state_firearm_homicide_rate,ra,broad,3,-0.23357947908745322,0.05632770201741966,6,228,7
state_firearm_homicide_rate,ra,broad,4,-0.28699597996251974,0.0955047656406427,5,160,6
state_firearm_homicide_rate,ra,broad,5,-1.1491096302714503,0.13035494141856288,4,127,5
state_firearm_homicide_rate,ra,strict,-5,-0.1371800439989056,0.03607827117394222,7,266,8
state_firearm_homicide_rate,ra,strict,-4,0.09335251882174518,0.028209115215703615,7,266,8
state_firearm_homicide_rate,ra,strict,-3,-0.06847361528922188,0.031078742035122085,7,266,8
state_firearm_homicide_rate,ra,strict,-2,-0.09679524070611653,0.026270177683941628,7,266,8
state_firearm_homicide_rate,ra,strict,0,0.02996444844048239,0.03234273206597146,7,266,8
state_firearm_homicide_rate,ra,strict,1,-0.38783295547725,0.04869875373452031,7,266,8
state_firearm_homicide_rate,ra,strict,2,-0.1885729790496985,0.057071495461039574,7,266,8
state_firearm_homicide_rate,ra,strict,3,-0.29556801781577613,0.05813311054929926,6,228,7
state_firearm_homicide_rate,ra,strict,4,-0.38654337896567514,0.10151444817150682,5,160,6
state_firearm_homicide_rate,ra,strict,5,-1.265536777399504,0.13999092334878943,4,127,5
state_firearm_suicide_rate,or,broad,-5,0.232171594270063,0.07549265142638906,7,317,8
state_firearm_suicide_rate,or,broad,-4,0.27327886523926903,0.06846663989268813,7,317,8
state_firearm_suicide_rate,or,broad,-3,-0.10674146266160735,0.07863186020935921,7,317,8
state_firearm_suicide_rate,or,broad,-2,-0.01496278261658843,0.08025347067964268,7,317,8
state_firearm_suicide_rate,or,broad,0,-0.007915379334086377,0.08146527216180004,7,317,8
state_firearm_suicide_rate,or,broad,1,-0.3379070378261886,0.07177102114880467,7,317,8
state_firearm_suicide_rate,or,broad,2,-0.42443797662316163,0.08229786552583926,7,317,8
state_firearm_suicide_rate,or,broad,3,-0.3187858133721058,0.09541464586667098,6,293,7
state_firearm_suicide_rate,or,broad,4,-0.32153212892575583,0.07539734815976369,5,160,6
state_firearm_suicide_rate,or,broad,5,-0.1685028667825117,0.0926213315187786,4,127,5
state_firearm_suicide_rate,or,strict,-5,0.24972226927274557,0.077391736168971,7,317,8
state_firearm_suicide_rate,or,strict,-4,0.28521049943880067,0.07005905548445096,7,317,8
state_firearm_suicide_rate,or,strict,-3,-0.102512209377344,0.08213561377950308,7,317,8
state_firearm_suicide_rate,or,strict,-2,-0.014179311313417892,0.080786691398286,7,317,8
state_firearm_suicide_rate,or,strict,0,-0.013803031197128675,0.08240921100727787,7,317,8
state_firearm_suicide_rate,or,strict,1,-0.35263237831118527,0.07428309725936315,7,317,8
state_firearm_suicide_rate,or,strict,2,-0.4418825667307118,0.08273103924463576,7,317,8
state_firearm_suicide_rate,or,strict,3,-0.33985881921418093,0.09608320801196808,6,293,7
state_firearm_suicide_rate,or,strict,4,-0.3426335117432846,0.07583554832081656,5,160,6
state_firearm_suicide_rate,or,strict,5,-0.19093015120992116,0.09388722662103226,4,127,5
state_firearm_suicide_rate,ra,broad,-5,0.2073707322911787,0.03463067713010488,7,266,8
state_firearm_suicide_rate,ra,broad,-4,0.20794714787575477,0.029911851286196334,7,266,8
state_firearm_suicide_rate,ra,broad,-3,-0.130685203840033,0.04029962013883446,7,266,8
state_firearm_suicide_rate,ra,broad,-2,-0.0036532857429771755,0.05386201531987347,7,266,8
state_firearm_suicide_rate,ra,broad,0,-0.020430816590338054,0.04881188168447621,7,266,8
state_firearm_suicide_rate,ra,broad,1,-0.28309189650579647,0.04068683095216744,7,266,8
state_firearm_suicide_rate,ra,broad,2,-0.41837483216243665,0.04869647024617953,7,266,8
state_firearm_suicide_rate,ra,broad,3,-0.207454105369402,0.05345547408424289,6,242,7
state_firearm_suicide_rate,ra,broad,4,-0.2588575803667166,0.036392580895425616,5,160,6
state_firearm_suicide_rate,ra,broad,5,-0.04789372408415064,0.048056362511081606,4,127,5
state_firearm_suicide_rate,ra,strict,-5,0.246165589444066,0.035552631090543886,7,266,8
state_firearm_suicide_rate,ra,strict,-4,0.23259412091450038,0.03079869911872778,7,266,8
state_firearm_suicide_rate,ra,strict,-3,-0.11444647820344309,0.04082596966090421,7,266,8
state_firearm_suicide_rate,ra,strict,-2,0.0052091745345439165,0.05395875407868739,7,266,8
state_firearm_suicide_rate,ra,strict,0,-0.028903049751099093,0.04938852283533816,7,266,8
state_firearm_suicide_rate,ra,strict,1,-0.300395151132225,0.04193444945887973,7,266,8
state_firearm_suicide_rate,ra,strict,2,-0.44591189035525347,0.04951216181294812,7,266,8
state_firearm_suicide_rate,ra,strict,3,-0.23883683516816528,0.05576910535366752,6,242,7
state_firearm_suicide_rate,ra,strict,4,-0.3051872682910658,0.0373430649891376,5,160,6
state_firearm_suicide_rate,ra,strict,5,-0.09237297451719273,0.051547795711607204,4,127,5
state_total_suicide_rate,or,broad,-5,0.26368126349641086,0.09957704282862444,7,317,8
state_total_suicide_rate,or,broad,-4,0.5215722131510553,0.10891316999341982,7,317,8
state_total_suicide_rate,or,broad,-3,0.004966228691905057,0.11138516037611305,7,317,8
state_total_suicide_rate,or,broad,-2,0.12299127627335944,0.12278789375634579,7,317,8
state_total_suicide_rate,or,broad,0,0.12522165366132612,0.11162557408124583,7,317,8
state_total_suicide_rate,or,broad,1,-0.46171378677056724,0.08528779398225697,7,317,8
state_total_suicide_rate,or,broad,2,-0.4735858311720418,0.11589505235500003,7,317,8
state_total_suicide_rate,or,broad,3,-0.13027336315836402,0.23838388068266594,6,293,7
state_total_suicide_rate,or,broad,4,-0.7151182441387319,0.19772174810500662,5,160,6
state_total_suicide_rate,or,broad,5,-0.7247006336953372,0.2594212305891249,4,127,5
state_total_suicide_rate,or,strict,-5,0.2838415921101476,0.10069901230966428,7,317,8
state_total_suicide_rate,or,strict,-4,0.5370984171833939,0.11268927478255997,7,317,8
state_total_suicide_rate,or,strict,-3,0.006199918511535514,0.11510648452685322,7,317,8
state_total_suicide_rate,or,strict,-2,0.12324322046472015,0.12307460823275175,7,317,8
state_total_suicide_rate,or,strict,0,0.11448626383883947,0.11226146720626064,7,317,8
state_total_suicide_rate,or,strict,1,-0.4805985300493906,0.08920397393428257,7,317,8
state_total_suicide_rate,or,strict,2,-0.4946778360799675,0.1177822788342621,7,317,8
state_total_suicide_rate,or,strict,3,-0.15706704669153376,0.23751127211438205,6,293,7
state_total_suicide_rate,or,strict,4,-0.7404898449144077,0.19701942271127165,5,160,6
state_total_suicide_rate,or,strict,5,-0.7542738831356481,0.26702530329856256,4,127,5
state_total_suicide_rate,ra,broad,-5,0.09173820135570648,0.05215819547882042,7,266,8
state_total_suicide_rate,ra,broad,-4,0.3292668213677893,0.07515558703226712,7,266,8
state_total_suicide_rate,ra,broad,-3,-0.07647624545230736,0.04856844004016625,7,266,8
state_total_suicide_rate,ra,broad,-2,-0.06387001279446537,0.07491257811742087,7,266,8
state_total_suicide_rate,ra,broad,0,-0.03531073359738556,0.06801015107147848,7,266,8
state_total_suicide_rate,ra,broad,1,-0.5214563093594728,0.04409034815018683,7,266,8
state_total_suicide_rate,ra,broad,2,-0.5558474663824448,0.06363503531350762,7,266,8
