state,state_abbr,year,controls_source,median_hh_income_nominal,median_hh_income_real_2024,poverty_rate,share_white_nh,share_black_nh,share_hispanic,share_bachelors_plus,share_male,share_age_15_24,share_age_25_44
Louisiana,LA,2010,acs1,42505,61142.58507921926,0.18694258352609602,0.602943338230388,0.3183189751922659,0.0426325439656637,0.2141598495811307,0.4900753219248682,0.1468101952630898,0.2632515357944188
Louisiana,LA,2011,acs1,41734,58206.04957103839,0.20434044180501193,0.5996763599831776,0.3193087140172894,0.04325094932364788,0.21123294795335074,0.4887862646879582,0.14616589534575666,0.2627810046086898
Louisiana,LA,2012,acs1,42944,58677.13701868544,0.19949735436718405,0.5973081077721711,0.3198933569294201,0.04511969313497728,0.21953931427640144,0.48868759008521057,0.1427514720572599,0.262956570263585
Louisiana,LA,2013,acs1,44164,59472.25480240723,0.19755754685940277,0.595289127375164,0.321033538213414,0.047264386105628185,0.22544747515052027,0.4878345335717235,0.14191574045448355,0.2648247637537375
Louisiana,LA,2014,acs1,44555,59044.93511536376,0.19841076457472295,0.5922075000494658,0.32110753523471314,0.04815152711715827,0.22922819967275332,0.4886611454217455,0.14109628283777192,0.26642415514543377
Louisiana,LA,2015,acs1,45727,60524.76856042905,0.19595049241603563,0.589839176966997,0.3194003756162856,0.04893845151201398,0.23198670222647247,0.4894956327969711,0.13823638476604483,0.2673401382740663
Louisiana,LA,2016,acs1,45146,59007.90752569821,0.20197614747151188,0.5883805038633683,0.3210177744418333,0.04937729432214942,0.23367618827487463,0.48954367953630185,0.1359975273759384,0.2679546127382859
Louisiana,LA,2017,acs1,46145,59054.92349016744,0.19745919042608265,0.5847334081501038,0.3214952907916666,0.05200740425584603,0.2379676547947506,0.4887985119759846,0.1366506181349618,0.26529902976581726
Louisiana,LA,2018,acs1,47905,59847.632807578935,0.18627087313215993,0.5838598379649003,0.3216770551277281,0.051492517775834995,0.24271202946636836,0.4885280574285973,0.13240813583240094,0.26501605801572453
Louisiana,LA,2019,acs1,51073,62669.05758302853,0.18997288676659854,0.5824547183635154,0.32145068161764107,0.05382105552536851,0.24975312089894883,0.4879119186610549,0.1291457526403622,0.26893146910790194
Louisiana,LA,2020,acs5,50800,61562.73085170666,0.18649495265751392,0.5832501539247819,0.319226920286686,0.05217406963402775,0.2486198527163388,0.4881284976083776,0.1305310019088388,0.26863797577335413
Louisiana,LA,2021,acs1,52087,60299.6286800581,0.19622796441113682,0.5689096585739721,0.3101901862156678,0.05538135749917767,0.2644593553288126,0.48893663926858877,0.13162085073962268,0.2665669271960255
Louisiana,LA,2022,acs1,55416,59406.45346384483,0.18568404267510905,0.5671207677331103,0.30936393100057274,0.057124015928575425,0.2713414624299244,0.4897664414569954,0.13558874141902352,0.2621574771346428
Louisiana,LA,2023,acs1,58229,59947.98392806547,0.18887669147340708,0.5567671072461563,0.3013038100691577,0.07149583416142863,0.2699152049393904,0.4889074586296712,0.13020062972410598,0.2649900552041662
Louisiana,LA,2024,acs1,60986,60986.0,0.18687793455590743,0.5515037822930396,0.30176804256004036,0.07778343272999343,0.27836476970300217,0.48775528846781246,0.13199180466925053,0.26308990939026566
Maine,ME,2008,acs1,46581,67884.25455711097,0.12319627048084336,0.9516064342446691,0.008505411498751192,0.01014086304441622,0.25362860410470023,0.4866315319311849,0.1263346439227745,0.251157653579003
Maine,ME,2009,acs1,45734,66864.09359571474,0.1230671853098279,0.9417515423260697,0.012573001158309066,0.013246595428509877,0.269494352808136,0.48761474048794623,0.1324151312939913,0.24279811666683102
Maine,ME,2010,acs1,45815,65903.9533091267,0.1293429604674976,0.944644601741381,0.011204707559015854,0.012421218665423289,0.2678391144636046,0.4887806039167891,0.12635219164079856,0.23831264260108906
Maine,ME,2011,acs1,46033,64201.82776401999,0.14125188712112413,0.9426316154038434,0.009704198502019293,0.013411504997786459,0.2838625963755269,0.49019867669335965,0.12427382268172879,0.23487789379214388
