year,unemployment_rate,state_abbr,pcpi_nominal,pcpi_real_2024
2018,4.408333333333333,PA,54468.0,68046.77724169104
2019,4.266666666666667,PA,56139.0,68885.28623056486
2020,8.833333333333334,PA,60245.0,73008.79370395803
2021,5.95,PA,63779.0,73835.12234502708
2022,4.141666666666667,PA,65336.0,70040.78323072336
2023,3.658333333333333,PA,68649.0,70675.59375358956
2024,3.8083333333333336,PA,71148.0,71148.0
2025,4.281818181818182,PA,,
2026,4.25,PA,,
1929,,RI,881.0,
1930,,RI,795.0,
1931,,RI,718.0,
1932,,RI,584.0,
1933,,RI,569.0,
1934,,RI,609.0,
1935,,RI,655.0,
1936,,RI,721.0,
1937,,RI,742.0,
1938,,RI,683.0,
1939,,RI,732.0,
1940,,RI,767.0,
1941,,RI,958.0,
1942,,RI,1189.0,
1943,,RI,1246.0,
1944,,RI,1312.0,
1945,,RI,1318.0,
1946,,RI,1405.0,
1947,,RI,1488.0,20902.285483991345
1948,,RI,1468.0,19151.96126706869
1949,,RI,1414.0,18630.186174792623
1950,,RI,1601.0,20871.92788917749
1951,,RI,1779.0,21486.230948408625
1952,,RI,1835.0,21667.60862609787
1953,,RI,1930.0,22617.674926841417
1954,,RI,1931.0,22547.967981884733
1955,,RI,2040.0,23882.23019748095
1956,,RI,2081.0,24008.30738913237
1957,,RI,2110.0,23544.10001185677
1958,,RI,2197.0,23863.399792249766
1959,,RI,2317.0,24934.430606060607
1960,,RI,2358.0,25002.54443129965
1961,,RI,2457.0,25776.36905969567
1962,,RI,2603.0,26990.62344094315
1963,,RI,2703.0,27679.85237758433
1964,,RI,2849.0,28794.267631423514
1965,,RI,3049.0,30336.703816672834
1966,,RI,3307.0,31948.66687026819
1967,,RI,3546.0,33329.549033707866
1968,,RI,3820.0,34442.93164071857
1969,,RI,4015.0,34334.34273057702
1970,,RI,4306.0,34776.68240291783
1971,,RI,4499.0,34861.952700699876
1972,,RI,4836.0,36285.692660952765
1973,,RI,5158.0,36422.17543425248
1974,,RI,5547.0,35283.887742480576
1975,,RI,6068.0,35364.987930020136
1976,8.0,RI,6600.0,36365.478337236535
1977,8.049999999999999,RI,7187.0,37193.54507286225
1978,6.325,RI,7868.0,37831.30170392133
1979,6.308333333333334,RI,8742.0,37782.08091389208
1980,7.216666666666666,RI,9901.0,37700.89680153753
1981,7.591666666666666,RI,10971.0,37847.31583394428
1982,9.841666666666667,RI,11799.0,38342.45167645027
1983,8.458333333333334,RI,12741.0,40135.514726359834
1984,5.391666666666667,RI,13890.0,41923.67737331623
1985,4.633333333333334,RI,14864.0,43334.661239157365
1986,4.05,RI,15799.0,45182.25938008053
1987,3.7249999999999996,RI,16655.0,45984.82880299252
1988,2.9583333333333335,RI,18289.0,48507.51021066724
1989,3.9,RI,19816.0,50154.58511934378
1990,6.2250000000000005,RI,20309.0,48759.96734613177
1991,8.283333333333333,RI,20431.0,47068.547685434525
1992,9.0,RI,21305.0,47633.23233949041
1993,7.6499999999999995,RI,22149.0,48092.06224952415
1994,6.675,RI,22689.0,48018.20005734525
1995,6.3,RI,23873.0,49145.24553975719
1996,5.183333333333334,RI,24599.0,49195.09877384052
1997,5.3500000000000005,RI,25898.0,50609.90574884493
1998,4.583333333333333,RI,27493.0,52908.360694238545
1999,4.183333333333334,RI,28432.0,53541.168232116055
2000,4.05,RI,30350.0,55291.5221894207
2001,4.491666666666666,RI,31795.0,56337.20805365969
2002,5.05,RI,32801.0,57206.89528261675
2003,5.5249999999999995,RI,34256.0,58402.415202898555
2004,5.283333333333333,RI,35867.0,59560.168391195024
2005,5.141666666666667,RI,36746.0,59032.875549675664
2006,5.258333333333334,RI,38719.0,60260.86401041882
2007,5.116666666666666,RI,40608.0,61437.24878683992
2008,7.625,RI,41487.0,60460.57553102902
2009,11.166666666666666,RI,40588.0,59340.53069626251
2010,11.616666666666667,RI,42630.0,61322.39505769008
2011,11.1,RI,44095.0,61498.915891957105
2012,10.299999999999999,RI,45298.0,61893.55795157445
2013,9.483333333333333,RI,45104.0,60738.0803506878
2014,7.766666666666667,RI,46630.0,61794.75534573925
2015,6.016666666666667,RI,48049.0,63598.19372712086
2016,5.241666666666666,RI,48515.0,63411.34615711799
2017,4.4750000000000005,RI,50414.0,64518.255777078804
2018,4.05,RI,52132.0,65128.416522799394
2019,3.525,RI,55123.0,67638.60476473444
2020,9.258333333333333,RI,59250.0,71802.98824731536
2021,5.55,RI,62898.0,72815.21386753499
2022,3.225,RI,64075.0,68688.97981983286
2023,2.975,RI,67105.0,69086.01318059444
2024,4.25,RI,69936.0,69936.0
2025,4.381818181818182,RI,,
2026,4.55,RI,,
1929,,SC,267.0,
1930,,SC,239.0,
1931,,SC,203.0,
1932,,SC,156.0,
1933,,SC,172.0,
1934,,SC,207.0,
1935,,SC,228.0,
1936,,SC,256.0,
1937,,SC,271.0,
1938,,SC,248.0,
1939,,SC,275.0,
1940,,SC,314.0,
1941,,SC,415.0,
1942,,SC,580.0,
1943,,SC,675.0,
1944,,SC,753.0,
1945,,SC,772.0,
1946,,SC,791.0,
1947,,SC,803.0,11279.929599223824
1948,,SC,926.0,12080.869300616898
1949,,SC,885.0,11660.335760036402
1950,,SC,943.0,12293.708931601732
1951,,SC,1158.0,13985.978323921972
1952,,SC,1238.0,14618.255846925973
1953,,SC,1274.0,14930.00925222589
1954,,SC,1210.0,14128.970097400585
1955,,SC,1272.0,14891.272946664592
1956,,SC,1306.0,15067.203003463177
1957,,SC,1337.0,14918.702235001187
1958,,SC,1368.0,14858.958086389477
1959,,SC,1448.0,15582.673939393939
1960,,SC,1493.0,15830.703492760975
1961,,SC,1556.0,16323.984638537428
1962,,SC,1658.0,17191.876167915383
1963,,SC,1728.0,17695.443917301414
1964,,SC,1845.0,18647.042393814103
1965,,SC,2024.0,20138.23828302585
1966,,SC,2251.0,21746.733935583215
1967,,SC,2416.0,22708.45754806492
1968,,SC,2656.0,23947.755611976052
1969,,SC,2959.0,25303.940258973198
1970,,SC,3225.0,26046.168311521134
1971,,SC,3449.0,26725.68901193907
1972,,SC,3792.0,28452.304915288023
1973,,SC,4213.0,29749.248760082533
1974,,SC,4655.0,29609.96889151741
1975,,SC,4963.0,28924.923384424837
1976,7.0,SC,5472.0,30150.2874941452
1977,6.75,SC,5886.0,30460.72162221611
1978,5.575,SC,6537.0,31431.52252650403
1979,4.9750000000000005,SC,7219.0,31199.82179334099
1980,6.7250000000000005,SC,7967.0,30336.637189965608
1981,8.15,SC,8839.0,30492.42773277126
1982,10.799999999999999,SC,9315.0,30270.356586671267
1983,9.858333333333333,SC,10034.0,31608.17477154812
1984,6.966666666666666,SC,11048.0,33345.77304682489
1985,6.841666666666666,SC,11713.0,34148.202845415115
1986,6.375,SC,12371.0,35378.804404770955
1987,5.466666666666666,SC,13087.0,36133.500723192024
1988,4.608333333333333,SC,14128.0,37471.381937574864
1989,4.6000000000000005,SC,15178.0,38415.739450010085
1990,4.8999999999999995,SC,16106.0,38668.96617641432
1991,6.125,SC,16505.0,38023.90384944921
1992,6.75,SC,17306.0,38692.359486844456
1993,7.3,SC,17976.0,39031.23892715003
1994,6.158333333333334,SC,18848.0,39889.24301118795
1995,5.108333333333333,SC,19740.0,40637.001924969925
1996,5.683333333333334,SC,20719.0,41435.55638421081
1997,4.491666666666666,SC,21685.0,42376.855593625085
1998,3.6333333333333333,SC,22900.0,44069.45258422371
1999,4.158333333333333,SC,23687.0,44605.713699849926
2000,3.6999999999999997,SC,25025.0,45590.45610511542
2001,5.166666666666667,SC,25644.0,45438.31933725583
2002,6.075,SC,26122.0,45558.32195885841
2003,6.75,SC,26792.0,45677.180876811595
2004,6.925,SC,27892.0,46317.01053244519
2005,6.783333333333334,SC,29136.0,46807.32221235917
2006,6.3500000000000005,SC,30789.0,47918.89620126515
2007,5.616666666666667,SC,32190.0,48701.36521001717
2008,6.916666666666667,SC,33110.0,48252.456331679095
2009,10.966666666666667,SC,31973.0,46745.215037735325
2010,11.083333333333334,SC,32749.0,47108.77587952832
2011,10.358333333333333,SC,34406.0,47985.75122301114
2012,9.033333333333333,SC,35807.0,48925.39691756869
2013,7.425,SC,35923.0,48374.73528817306
2014,6.3,SC,37755.0,50033.476047145305
2015,5.8999999999999995,SC,39598.0,52412.35562044021
2016,4.8999999999999995,SC,40752.0,53264.74654426202
2017,4.191666666666666,SC,42385.0,54242.99343657486
2018,3.3666666666666667,SC,43817.0,54740.50154951855
2019,2.766666666666667,SC,46150.0,56628.29689771047
2020,6.0,SC,48769.0,59101.43348241894
2021,3.933333333333333,SC,53220.0,61611.27034293955
2022,3.1999999999999997,SC,54378.0,58293.70807089928
2023,2.966666666666667,SC,57180.0,58868.01629783757
2024,4.108333333333333,SC,59995.0,59995.0
2025,4.418181818181818,SC,,
2026,4.95,SC,,
1929,,SD,415.0,
1930,,SD,357.0,
1931,,SD,242.0,
1932,,SD,189.0,
1933,,SD,136.0,
1934,,SD,190.0,
1935,,SD,305.0,
1936,,SD,248.0,
1937,,SD,321.0,
1938,,SD,317.0,
1939,,SD,341.0,
1940,,SD,357.0,
1941,,SD,470.0,
1942,,SD,755.0,
1943,,SD,853.0,
1944,,SD,976.0,
1945,,SD,1083.0,
1946,,SD,1121.0,
1947,,SD,1254.0,17615.232524815285
1948,,SD,1503.0,19608.581597005614
1949,,SD,1121.0,14769.758629379441
1950,,SD,1298.0,16921.775390476192
1951,,SD,1520.0,18358.106262833677
1952,,SD,1357.0,16023.403218318696
1953,,SD,1483.0,17379.280785754312
1954,,SD,1509.0,17620.34369998139
1955,,SD,1391.0,16284.403041517648
1956,,SD,1474.0,17005.40369609856
1957,,SD,1737.0,19382.03873013991
1958,,SD,1811.0,19670.740566119403
1959,,SD,1621.0,17444.41606060606
1960,,SD,1940.0,20570.371584699456
1961,,SD,1924.0,20184.66995150772
1962,,SD,2154.0,22334.92235566329
1963,,SD,2081.0,21310.311800870513
1964,,SD,2062.0,20840.217569671913
1965,,SD,2350.0,23381.847808849183
1966,,SD,2574.0,24867.211528294625
1967,,SD,2662.0,25020.659765293385
1968,,SD,2861.0,25796.132833532938
1969,,SD,3108.0,26578.11636528851
1970,,SD,3386.0,27346.457644282345
1971,,SD,3684.0,28546.66231370935
1972,,SD,4215.0,31626.177536376323
1973,,SD,5310.0,37495.492740573995
1974,,SD,5313.0,33795.438178438664
1975,,SD,5829.0,33972.06899210405
1976,3.3333333333333335,SD,5726.0,31549.80741803279
1977,3.3833333333333333,SD,6477.0,33519.2140582898
1978,3.1750000000000003,SD,7460.0,35869.53618597523
1979,3.3666666666666667,SD,8222.0,35534.691063145816
1980,4.733333333333333,SD,8275.0,31509.43551486951
1981,4.783333333333333,SD,9648.0,33283.28348973607
1982,5.425,SD,10153.0,32993.55130697513
1983,5.158333333333333,SD,10501.0,33079.27479330544
1984,4.366666666666666,SD,11858.0,35790.56632777421
1985,4.8500000000000005,SD,12144.0,35404.74475836431
1986,4.6499999999999995,SD,12711.0,36351.14241282383
1987,4.333333333333333,SD,13366.0,36903.82598503741
1988,4.1499999999999995,SD,13952.0,37004.58103008526
1989,3.9250000000000003,SD,15044.0,38076.58349492369
1990,3.6166666666666667,SD,16474.0,39552.49899355826
1991,3.525,SD,17028.0,39228.7812631579
1992,3.4499999999999997,SD,18147.0,40572.64807626062
1993,3.4583333333333335,SD,18722.0,40651.026657437855
1994,3.25,SD,19943.0,42206.66242424243
1995,3.1750000000000003,SD,20144.0,41468.68119435634
1996,3.266666666666667,SD,22117.0,44231.39150294852
1997,2.9416666666666664,SD,22571.0,44108.27796189586
1998,2.8833333333333333,SD,24265.0,46696.29986708247
1999,2.716666666666667,SD,25251.0,47550.929903951976
2000,2.5166666666666666,SD,26727.0,48691.1536591976
2001,3.0,SD,27563.0,48838.57416521535
2002,3.2583333333333333,SD,27497.0,47956.40375555967
2003,3.475,SD,29883.0,50946.96910054348
2004,3.5666666666666664,SD,31871.0,52924.47449733116
2005,3.516666666666667,SD,33534.0,53872.76026459543
2006,3.0083333333333333,SD,34983.0,54446.28749906975
2007,2.8499999999999996,SD,38330.0,57990.78373718415
2008,3.0749999999999997,SD,40891.0,59592.00217030172
2009,4.6000000000000005,SD,39435.0,57654.81984840623
2010,4.858333333333333,SD,41275.0,59373.25489106634
2011,4.558333333333334,SD,44532.0,62108.39601997128
2012,4.016666666666667,SD,44996.0,61480.91601371018
2013,3.6999999999999997,SD,44988.0,60581.87209153828
2014,3.341666666666667,SD,46732.0,61929.92723176253
2015,3.025,SD,48308.0,63941.00902349174
2016,3.0,SD,48284.0,63109.41848604112
2017,3.016666666666667,SD,49408.0,63230.808534016534
2018,2.766666666666667,SD,51579.0,64437.55458891794
2019,2.7416666666666667,SD,54408.0,66761.26495364314
2020,4.141666666666667,SD,59422.0,72011.42898956916
2021,2.55,SD,67014.0,77580.18922889423
2022,1.9249999999999998,SD,69736.0,74757.62304667756
2023,1.8,SD,72546.0,74687.63746664785
2024,1.825,SD,73959.0,73959.0
2025,2.0545454545454547,SD,,
2026,2.25,SD,,
1929,,TN,373.0,
1930,,TN,321.0,
1931,,TN,273.0,
1932,,TN,194.0,
1933,,TN,201.0,
1934,,TN,242.0,
1935,,TN,263.0,
1936,,TN,303.0,
1937,,TN,332.0,
1938,,TN,298.0,
1939,,TN,310.0,
1940,,TN,339.0,
1941,,TN,441.0,
1942,,TN,570.0,
1943,,TN,745.0,
1944,,TN,879.0,
1945,,TN,926.0,
1946,,TN,880.0,
1947,,TN,896.0,12586.322441973283
1948,,TN,970.0,12654.906286823316
1949,,TN,959.0,12635.324286864303
1950,,TN,1040.0,13558.279203463204
1951,,TN,1140.0,13768.579697125258
1952,,TN,1200.0,14169.553324968634
1953,,TN,1300.0,15234.703318597845
1954,,TN,1300.0,15179.885228612198
1955,,TN,1351.0,15816.12401803763
1956,,TN,1448.0,16705.444065095468
1957,,TN,1507.0,16815.620245435144
1958,,TN,1553.0,16868.393207721387
1959,,TN,1640.0,17648.88484848485
1960,,TN,1659.0,17590.84869021464
1961,,TN,1733.0,18180.89034613455
1962,,TN,1815.0,18819.816191053327
1963,,TN,1902.0,19477.276811751904
1964,,TN,2016.0,20375.30485958224
1965,,TN,2182.0,21710.294433578263
1966,,TN,2387.0,23060.619237777493
1967,,TN,2532.0,23798.764284644196
1968,,TN,2809.0,25327.27617245509
1969,,TN,3032.0,25928.20103589278
1970,,TN,3264.0,26361.145230637205
1971,,TN,3538.0,27415.33421984356
1972,,TN,3906.0,29307.67484153877
1973,,TN,4384.0,30956.730729694238
1974,,TN,4778.0,30392.359046975336
1975,,TN,5138.0,29944.84310884038
1976,6.116666666666667,TN,5664.0,31208.192318501173
1977,6.2250000000000005,TN,6174.0,31951.15448446522
1978,5.766666666666667,TN,6943.0,33383.67154681314
1979,5.875,TN,7620.0,32932.90512055109
1980,7.391666666666667,TN,8280.0,31528.474448715355
1981,8.866666666666667,TN,9157.0,31589.451380131963
1982,11.808333333333332,TN,9693.0,31498.718882941987
1983,11.541666666666666,TN,10317.0,32499.655084518832
1984,8.700000000000001,TN,11403.0,34417.25652180886
1985,7.925,TN,12130.0,35363.929011771994
1986,7.883333333333333,TN,12916.0,36937.405035326294
1987,6.6499999999999995,TN,13751.0,37966.81962593516
1988,5.7749999999999995,TN,14850.0,39386.326569435645
1989,5.1,TN,15836.0,40081.147050359716
1990,5.366666666666667,TN,16710.0,40119.11243063971
1991,6.666666666666667,TN,17334.0,39933.73822031824
1992,6.441666666666666,TN,18619.0,41627.934894577425
1993,5.783333333333334,TN,19472.0,42279.499576628026
1994,4.8,TN,20345.0,43057.441058076125
1995,5.125,TN,21452.0,44161.345759597505
1996,5.2,TN,22274.0,44545.37298624024
1997,5.2250000000000005,TN,23237.0,45409.77604007683
1998,4.3500000000000005,TN,25091.0,48285.87924850469
1999,3.9583333333333335,TN,25756.0,48501.91083941971
2000,3.8333333333333335,TN,26998.0,49184.86049653971
2001,4.591666666666667,TN,27496.0,48719.85760790775
2002,5.175,TN,28102.0,49011.55974610823
2003,5.533333333333334,TN,29059.0,49542.146875905804
2004,5.3500000000000005,TN,30435.0,50539.87579072743
2005,5.5,TN,31410.0,50460.529609081605
2006,5.216666666666667,TN,32878.0,51170.14093686692
2007,4.6499999999999995,TN,33963.0,51383.79827983265
2008,6.508333333333333,TN,34954.0,50939.78733366086
2009,10.383333333333333,TN,34427.0,50333.01592293854
2010,9.799999999999999,TN,35809.0,51510.524152494116
2011,9.041666666666666,TN,37696.0,52574.28582522315
2012,7.925,TN,39079.0,53396.14003244245
2013,7.625,TN,39099.0,52651.60969385292
2014,6.575,TN,40225.0,53306.75603221877
2015,5.5249999999999995,TN,41937.0,55508.28217724131
2016,4.741666666666666,TN,42938.0,56121.9495268336
2017,3.733333333333333,TN,44407.0,56830.685609012144
2018,3.5,TN,46449.0,58028.65455128346
2019,3.3333333333333335,TN,48903.0,60006.36193258364
2020,7.491666666666666,TN,51945.0,62950.31602543116
2021,4.441666666666666,TN,57491.0,66555.68476674065
2022,3.3499999999999996,TN,59099.0,63354.6627916083
2023,3.25,TN,62039.0,63870.45930572831
2024,3.375,TN,64908.0,64908.0
2025,3.5181818181818185,TN,,
2026,3.55,TN,,
1929,,TX,474.0,
1930,,TX,407.0,
1931,,TX,345.0,
1932,,TX,262.0,
1933,,TX,254.0,
1934,,TX,291.0,
1935,,TX,325.0,
1936,,TX,372.0,
1937,,TX,418.0,
1938,,TX,404.0,
1939,,TX,417.0,
1940,,TX,438.0,
1941,,TX,539.0,
1942,,TX,742.0,
1943,,TX,970.0,
1944,,TX,1068.0,
1945,,TX,1082.0,
1946,,TX,1061.0,
1947,,TX,1154.0,16210.509037987911
1948,,TX,1221.0,15929.526367228113
1949,,TX,1319.0,17378.511714675722
1950,,TX,1392.0,18147.235241558443
1951,,TX,1524.0,18406.417068788505
1952,,TX,1606.0,18963.585533249687
1953,,TX,1641.0,19230.88318909159
1954,,TX,1681.0,19628.759284074695
1955,,TX,1752.0,20510.621228424818
1956,,TX,1837.0,21193.301621257164
1957,,TX,1913.0,21345.90678800095
1958,,TX,1934.0,21006.743376518454
1959,,TX,2013.0,21662.93
1960,,TX,2020.0,21418.63433046026
1961,,TX,2092.0,21947.156724820245
1962,,TX,2147.0,22262.33904252975
1963,,TX,2219.0,22723.489613710553
1964,,TX,2354.0,23791.402598936802
1965,,TX,2507.0,24943.954236929745
1966,,TX,2713.0,26210.079594507893
1967,,TX,2934.0,27577.241078651685
1968,,TX,3203.0,28879.767027544913
1969,,TX,3493.0,29870.450599727403
1970,,TX,3782.0,30544.68482299936
1971,,TX,4007.0,31049.532000823387
1972,,TX,4352.0,32654.122096870644
1973,,TX,4835.0,34141.37615831926
1974,,TX,5342.0,33979.9041500507
1975,,TX,5947.0,34659.78629199567
1976,5.841666666666666,TX,6528.0,35968.76402810305
1977,5.433333333333334,TX,7124.0,36867.51288424526
1978,4.866666666666666,TX,8023.0,38576.5802707881
1979,4.408333333333334,TX,8978.0,38802.05015384616
1980,5.25,TX,9986.0,38024.55867691685
1981,5.333333333333333,TX,11407.0,39351.41114919355
1982,6.908333333333334,TX,12095.0,39304.34384495856
1983,8.075000000000001,TX,12577.0,39618.89715983264
1984,6.133333333333333,TX,13533.0,40846.15737171264
1985,7.0249999999999995,TX,14346.0,41824.478615241635
1986,8.825000000000001,TX,14422.0,41244.29044746639
1987,8.525,TX,14605.0,40324.73279301746
1988,7.416666666666667,TX,15480.0,41057.26163601776
1989,6.733333333333333,TX,16399.0,41506.10826464063
1990,6.366666666666667,TX,17451.0,41898.182586899675
1991,6.983333333333333,TX,17913.0,41267.62736474909
1992,7.708333333333333,TX,18941.0,42347.855139276595
1993,7.233333333333333,TX,19604.0,42566.110810405495
1994,6.566666666666666,TX,20266.0,42890.24824197448
1995,6.116666666666667,TX,21223.0,43689.92359947501
1996,5.75,TX,22362.0,44721.36260744834
1997,5.391666666666667,TX,23924.0,46752.312345948194
1998,4.966666666666667,TX,25543.0,49155.72171872604
1999,4.7250000000000005,TX,26452.0,49812.56971285643
2000,4.366666666666666,TX,28253.0,51471.21503847457
2001,4.958333333333333,TX,29601.0,52449.68377406449
2002,6.366666666666667,TX,29481.0,51416.617780763525
2003,6.758333333333333,TX,30176.0,51446.49933333334
2004,6.0249999999999995,TX,31097.0,51639.182436807976
2005,5.4750000000000005,TX,33136.0,53233.3686445886
2006,4.9750000000000005,TX,35422.0,55129.531366436524
2007,4.341666666666667,TX,36879.0,55795.5156129302
2008,4.866666666666666,TX,39841.0,58061.79742405397
2009,7.591666666666668,TX,37234.0,54436.91041550799
2010,8.25,TX,38911.0,55972.6885782261
2011,8.033333333333333,TX,41941.0,58494.75068430827
2012,6.708333333333333,TX,43869.0,59941.023748898835
2013,6.316666666666666,TX,44403.0,59794.097681172185
2014,5.183333333333334,TX,46747.0,61949.80545029536
2015,4.466666666666667,TX,46767.0,61901.32419064416
2016,4.666666666666667,TX,45868.0,59951.59487858781
2017,4.358333333333333,TX,48524.0,62099.49306396976
2018,3.9166666666666665,TX,51346.0,64146.46809598054
2019,3.525,TX,53271.0,65366.11059670497
2020,7.7250000000000005,TX,54795.0,66404.13064998557
2021,5.633333333333333,TX,60192.0,69682.55513871134
2022,3.933333333333333,TX,62812.0,67335.0323908442
2023,4.0249999999999995,TX,65768.0,67709.54347457469
2024,4.116666666666666,TX,67942.0,67942.0
2025,4.172727272727273,TX,,
2026,4.3,TX,,
1929,,UT,548.0,
1930,,UT,494.0,
1931,,UT,372.0,
1932,,UT,304.0,
1933,,UT,297.0,
1934,,UT,314.0,
1935,,UT,391.0,
1936,,UT,463.0,
1937,,UT,447.0,
1938,,UT,446.0,
1939,,UT,460.0,
1940,,UT,484.0,
1941,,UT,600.0,
1942,,UT,907.0,
1943,,UT,1164.0,
1944,,UT,1078.0,
1945,,UT,1153.0,
1946,,UT,1121.0,
1947,,UT,1196.0,16800.492902455408
1948,,UT,1287.0,16790.58184653774
1949,,UT,1295.0,17062.299219488294
1950,,UT,1391.0,18134.198434632035
1951,,UT,1600.0,19324.322381930186
1952,,UT,1657.0,19565.791549560854
1953,,UT,1667.0,19535.577255463544
1954,,UT,1640.0,19150.009057633848
1955,,UT,1738.0,20346.72357020681
1956,,UT,1835.0,21170.227803487694
1957,,UT,1950.0,21758.76541380128
1958,,UT,1973.0,21430.354023718155
1959,,UT,2054.0,22104.152121212122
1960,,UT,2122.0,22500.169331305282
1961,,UT,2187.0,22943.801031157684
1962,,UT,2326.0,24118.398049801675
1963,,UT,2377.0,24341.475805223068
1964,,UT,2492.0,25186.140729205825
1965,,UT,2599.0,25859.328704340012
1966,,UT,2727.0,26345.332493263184
1967,,UT,2849.0,26778.309418227218
1968,,UT,3024.0,27265.81813652695
1969,,UT,3254.0,27826.637919127676
1970,,UT,3558.0,28735.586620896804
1971,,UT,3855.0,29871.71097159325
1972,,UT,4179.0,31356.060717560296
1973,,UT,4520.0,31917.067266929276
1974,,UT,4930.0,31359.21517404529
1975,,UT,5341.0,31127.949989162415
1976,5.6000000000000005,UT,5866.0,32321.196352459017
1977,5.191666666666666,UT,6412.0,33182.83164146275
1978,3.858333333333334,UT,7119.0,34229.92333886832
1979,4.391666666666667,UT,7747.0,33481.78687256028
1980,6.266666666666667,UT,8365.0,31852.136324094678
1981,6.641666666666667,UT,9158.0,31592.901140029324
1982,8.125,UT,9663.0,31401.22981180939
1983,8.991666666666667,UT,10117.0,31869.63366192469
1984,6.566666666666666,UT,10972.0,33116.385035279025
1985,6.05,UT,11601.0,33821.67687267657
1986,6.158333333333334,UT,12046.0,34449.363661779236
1987,6.2250000000000005,UT,12471.0,34432.71089775561
1988,4.95,UT,13206.0,35025.981729021354
1989,4.591666666666666,UT,14035.0,35522.789773414916
1990,4.366666666666666,UT,15004.0,36023.16953377129
1991,4.758333333333334,UT,15663.0,36084.12032680539
1992,4.858333333333333,UT,16390.0,36644.38761061947
1993,4.05,UT,17102.0,37133.52515198709
1994,3.7416666666666667,UT,17920.0,37925.25651318379
1995,3.4416666666666664,UT,19003.0,39119.80484195559
1996,3.375,UT,20156.0,40309.62278489083
1997,3.1666666666666665,UT,21229.0,41485.739792348024
1998,3.5583333333333336,UT,22207.0,42735.82242523389
1999,3.5083333333333333,UT,22995.0,43302.58734867434
2000,3.3333333333333335,UT,24162.0,44018.24577070125
2001,4.383333333333334,UT,24867.0,44061.561650270654
2002,5.666666666666667,UT,25167.0,43892.745147331356
2003,5.575,UT,25749.0,43898.98963858696
2004,5.0,UT,26980.0,44802.557871983765
2005,4.041666666666667,UT,28751.0,46188.815243257086
2006,2.8666666666666667,UT,31107.0,48413.82000496135
2007,2.558333333333333,UT,32924.0,49811.85921635928
2008,3.341666666666667,UT,33784.0,49234.7020449848
2009,7.625,UT,31796.0,46486.4372232769
2010,8.258333333333333,UT,32037.0,46084.57824215851
2011,7.216666666666666,UT,34015.0,47440.42689794582
2012,4.758333333333334,UT,35622.0,48672.619571526004
2013,4.191666666666666,UT,36102.0,48615.78079151585
2014,3.625,UT,37621.0,49855.89729491864
2015,3.5,UT,39881.0,52786.93758520067
2016,3.3333333333333335,UT,41295.0,53974.472628221934
2017,3.158333333333333,UT,43030.0,55068.44420374699
2018,2.9166666666666665,UT,45463.0,56796.84647387457
2019,2.5416666666666665,UT,48163.0,59098.34590432133
2020,4.833333333333333,UT,51741.0,62703.095610199896
2021,2.7583333333333333,UT,58183.0,67356.79335519075
2022,2.3833333333333333,UT,60607.0,64971.2524376217
2023,2.725,UT,63700.0,65580.49384701387
2024,3.266666666666667,UT,66443.0,66443.0
2025,3.5090909090909093,UT,,
2026,3.8,UT,,
1929,,VA,435.0,
1930,,VA,387.0,
1931,,VA,371.0,
1932,,VA,286.0,
1933,,VA,286.0,
1934,,VA,323.0,
1935,,VA,354.0,
1936,,VA,394.0,
1937,,VA,426.0,
1938,,VA,394.0,
1939,,VA,431.0,
1940,,VA,480.0,
1941,,VA,614.0,
1942,,VA,847.0,
1943,,VA,887.0,
1944,,VA,938.0,
1945,,VA,987.0,
1946,,VA,1050.0,
1947,,VA,1052.0,14777.691081423987
1948,,VA,1202.0,15681.646759548068
1949,,VA,1185.0,15612.991949879248
1950,,VA,1327.0,17299.84279134199
1951,,VA,1512.0,18261.484650924027
1952,,VA,1615.0,19069.857183186952
1953,,VA,1647.0,19301.197204408192
1954,,VA,1677.0,19582.051944909734
1955,,VA,1754.0,20534.035179598817
1956,,VA,1829.0,21101.00635017929
1957,,VA,1868.0,20843.78143229784
1958,,VA,1895.0,20583.132729318757
1959,,VA,2006.0,21587.599393939396
1960,,VA,2050.0,21736.73286012056
1961,,VA,2126.0,22303.850476562064
1962,,VA,2248.0,23309.612560599384
1963,,VA,2364.0,24208.350359085962
1964,,VA,2559.0,25863.29619824948
1965,,VA,2729.0,27152.792625680606
1966,,VA,2923.0,28238.87307583729
1967,,VA,3161.0,29710.85857178527
1968,,VA,3459.0,31187.984435928145
1969,,VA,3868.0,33077.2696592458
1970,,VA,4157.0,33573.309045269256
1971,,VA,4505.0,34908.44563606423
1972,,VA,4922.0,36930.97172812438
1973,,VA,5424.0,38300.480720315136
1974,,VA,5924.0,37681.945373436974
1975,,VA,6404.0,37323.23380089798
1976,5.858333333333333,VA,6969.0,38398.63917154567
1977,5.458333333333333,VA,7613.0,39398.14368160572
1978,5.183333333333334,VA,8514.0,40937.43044066932
1979,4.758333333333334,VA,9425.0,40733.941044776126
1980,5.283333333333333,VA,10571.0,40252.113936880436
1981,5.883333333333333,VA,11692.0,40334.59271994135
1982,7.333333333333333,VA,12526.0,40704.93683356353
1983,6.283333333333334,VA,13344.0,42035.02931548117
1984,5.058333333333334,VA,14626.0,44145.11916933932
1985,5.308333333333334,VA,15620.0,45538.7115551425
