state_abbr,year,drug_overdose_per_100k
NM,2006,18.038200894590947
NM,2007,18.6969272697895
NM,2008,18.758211330526958
NM,2009,18.8790187969621
NM,2010,19.426703218508752
NM,2011,20.76612793598522
NM,2012,20.709208223747016
NM,2013,21.807701831632052
NM,2014,23.166798167053862
NM,2015,25.621172795005528
NM,2016,30.889581048880437
NM,2017,33.896277268955544
NM,2018,32.354075031474565
NM,2019,33.77999232295724
NM,2020,43.72991351050815
NM,2021,50.470734110744615
NV,2003,11.501515031447186
NV,2004,12.120509594965865
NV,2005,13.077011770849822
NV,2006,14.956567479559258
NV,2007,15.51086702193557
NV,2008,15.566406240123905
NV,2009,15.682704464489985
NV,2010,16.149621140100486
NV,2011,17.280128322997115
NV,2012,17.231965782884647
NV,2013,18.14406002239142
NV,2014,19.276236908680048
NV,2015,21.33163707564255
NV,2016,25.72097689903427
NV,2017,28.219548764979745
NV,2018,26.952418746131702
NV,2019,28.13666126729868
NV,2020,36.434329162844755
NV,2021,42.09523652368915
NY,2003,7.186617106304938
NY,2004,7.576265619180738
NY,2005,8.17337903343088
NY,2006,9.355257241383516
NY,2007,9.701892330414452
NY,2008,9.736027064907855
NY,2009,9.805765772514581
NY,2010,10.096981962510599
NY,2011,10.797764825517499
NY,2012,10.770234290623621
NY,2013,11.342131091875938
NY,2014,12.049820014721092
NY,2015,13.332337199316733
NY,2016,16.08087182267709
NY,2017,17.65136451055584
NY,2018,16.858432793614213
NY,2019,17.606190299741083
NY,2020,22.810068399652558
NY,2021,26.311357451799676
OH,2003,13.069270152816125
OH,2004,13.755762646043124
OH,2005,14.821286134984456
OH,2006,16.94254486894634
OH,2007,17.557575164329837
OH,2008,17.612804894189004
OH,2009,17.736499218314574
OH,2010,18.26780803544547
OH,2011,19.534405128358653
OH,2012,19.487850513240833
OH,2013,20.5227115525672
OH,2014,21.802059877771846
OH,2015,24.11967812007849
OH,2016,29.085924524438017
OH,2017,31.917148306250816
OH,2018,30.456484418410852
OH,2019,31.792275329121765
OH,2020,41.15431976353983
OH,2021,47.466248615164986
OK,2003,9.917279742605478
OK,2004,10.439112549854151
OK,2005,11.254887203669506
OK,2006,12.867524117017105
OK,2007,13.336874957969089
OK,2008,13.380372077094536
OK,2009,13.47478128815797
OK,2010,13.871554890017066
OK,2011,14.8305539408323
OK,2012,14.78919278822932
OK,2013,15.569913601586036
OK,2014,16.54152811996947
OK,2015,18.297065831761934
OK,2016,22.067524771519267
