estimator,control_rule,spec,event_time,M_sensitivity,att_original,se_original,pre_trend_slope_b_hat,pre_trend_slope_se,att_trend_adjusted,ci_half_width,ci_low,ci_high,ci_includes_zero
cs21,broad,or,2,2.0,0.3558874706142053,0.1461372716992616,0.0376418572497937,0.0609970321030081,0.130036327115443,0.7723968524547136,-0.6423605253392706,0.9024331795701566,True
cs21,broad,or,3,0.0,0.3169197428742302,0.2381555833700778,0.0376418572497937,0.0609970321030081,0.3169197428742302,0.4667849434053525,-0.1498652005311223,0.7837046862795827,True
cs21,broad,or,3,0.5,0.3169197428742302,0.2381555833700778,0.0376418572497937,0.0609970321030081,0.2416360283746427,0.5244625763640595,-0.2828265479894167,0.7660986047387022,True
cs21,broad,or,3,1.0,0.3169197428742302,0.2381555833700778,0.0376418572497937,0.0609970321030081,0.1663523138750553,0.6682659843624341,-0.5019136704873788,0.8346182982374895,True
cs21,broad,or,3,2.0,0.3169197428742302,0.2381555833700778,0.0376418572497937,0.0609970321030081,0.0157848848758804,1.0642617879327234,-1.048476903056843,1.0800466728086038,True
cs21,broad,or,4,0.0,0.0483139275835835,0.1484040191185077,0.0376418572497937,0.0609970321030081,0.0483139275835835,0.2908718774722751,-0.2425579498886916,0.3391858050558586,True
cs21,broad,or,4,0.5,0.0483139275835835,0.1484040191185077,0.0376418572497937,0.0609970321030081,-0.0457907155409007,0.4170599065991717,-0.4628506221400725,0.3712691910582709,True
cs21,broad,or,4,1.0,0.0483139275835835,0.1484040191185077,0.0376418572497937,0.0609970321030081,-0.139895358665385,0.6647830589427657,-0.8046784176081507,0.5248877002773806,True
cs21,broad,or,4,2.0,0.0483139275835835,0.1484040191185077,0.0376418572497937,0.0609970321030081,-0.3281046449143536,1.2304172928386792,-1.5585219377530328,0.9023126479243256,True
cs21,broad,or,5,0.0,0.2889929334689336,0.2006798619618494,0.0376418572497937,0.0609970321030081,0.2889929334689336,0.3933325294452248,-0.1043395959762911,0.6823254629141584,True
