outcome,spec,control_rule,tier,g_cohort,t_year,event_time,n_treated,n_control,att,se
firearm_homicide_rate,or,broad,all,2013,2005,-8,2,41,-0.8292715230609756,0.5431066738295968
firearm_homicide_rate,or,broad,all,2013,2006,-7,2,41,-0.6356473662439024,0.2245532666294861
firearm_homicide_rate,or,broad,all,2013,2007,-6,2,41,-1.1919311717560976,0.3512113788470287
firearm_homicide_rate,or,broad,all,2013,2008,-5,2,41,-0.49368512523170716,0.2552173892943748
firearm_homicide_rate,or,broad,all,2013,2009,-4,2,41,-0.5134939825121952,0.32625780858468484
firearm_homicide_rate,or,broad,all,2013,2010,-3,2,41,-0.22770964056097562,0.10661887735748217
firearm_homicide_rate,or,broad,all,2013,2011,-2,2,41,-0.2713463271219513,0.10856128361090528
firearm_homicide_rate,or,broad,all,2013,2013,0,2,41,-0.6954937322439025,0.4055405579069728
firearm_homicide_rate,or,broad,all,2013,2014,1,2,41,-0.8283170500365854,0.45008428714967463
firearm_homicide_rate,or,broad,all,2013,2015,2,2,41,-0.924937092890244,0.4789100296355414
